"DateRange"	"Ranking"	"Song"	"SingerAlbum"	"DownloadCount"	"ManagementCompany"	"RecordCompany"
2014.01.26~2014.02.01	100	코끝에 겨울	어반 자카파 (Urban Zakapa)|(03)	15,484	플럭서스	지니뮤직
2014.02.02~2014.02.08	1	오늘 같은 눈물이	허각|별에서 온 그대 OST Part 6	204,459	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	2	썸 (Feat. 릴보이 Of 긱스)	소유 (씨스타), 정기고 (Junggigo)|썸	188,966	스타쉽 엑스	로엔엔터테인먼트
2014.02.02~2014.02.08	3	Let It Go	Idina Menzel|겨울왕국 OST (Frozen OST) (33 Trks Ver.)	138,969	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	4	Fxxk U (feat. 범키)	가인|Truth Or Dare	129,613	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	5	Do You Want To Build A Snowman?	Kristen Bell|Frozen OST	124,884	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	6	Let It Go	Idina Menzel|Frozen OST	120,915	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	7	진실 혹은 대담	가인|Truth Or Dare	116,265	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	8	안녕	효린 (씨스타)|별에서 온 그대 OST Part 4	116,085	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	9	1004 (Angel)	B.A.P|First Sensibility	95,832	TS엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	10	For The First Time In Forever	Kristen Bell|Frozen OST	87,632	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	11	Love Is An Open Door	Kristen Bell, Santino Fontana|Frozen OST	85,398	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	12	You Don`t Love Me	스피카(SPICA)|You Don`t Love Me	72,645	B2M 엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	13	Something	걸스데이 (Girl`s Day)|걸스데이 미니앨범 3집	69,498	드림티 엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	14	노래가 늘었어	에일리 (Ailee)|노래가 늘었어	68,485	YMC엔터테인먼트	NHN벅스
2014.02.02~2014.02.08	15	짧은 치마 (Miniskirt)	AOA|짧은 치마	65,993	FNC엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	16	답이 없었어	홍대광|The Silver Lining 답이 없었어	64,743	CJ E&M	CJ E&M
2014.02.02~2014.02.08	17	나 이런 여자예요 (With 예지, 체스카 Of 피에스타)	지아 (Zia)|지아 정규3집 리패키지 (나 이런 여자예요)	63,326	콜라보따리	로엔엔터테인먼트
2014.02.02~2014.02.08	18	F.I.L.A (Fall In Love Again) (feat. DJ...	긱스(Geeks)|F.I.L.A (Fall In Love Again)	61,757	레인보우브릿지에이전시, WA엔터테인먼트, 그랜드라인엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	19	LONELY (없구나)	비원에이포 (B1A4)|WHO AM I	60,072	WM엔터테인먼트	포니캐년코리아
2014.02.02~2014.02.08	20	나성에 가면	심은경|수상한 그녀 OST	59,690	CJ E&M	CJ E&M
2014.02.02~2014.02.08	21	Q&A (Feat.조권)	가인|Truth Or Dare	58,212	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	22	조금 이따 샤워해 (Feat. Crush)	Gary (개리)|MR.GAE	57,552	리쌍컴퍼니	로엔엔터테인먼트
2014.02.02~2014.02.08	23	Cha Cha	레인보우 블랙|Rainbow Blaxx Special Album (RB BLAXX)	56,450	DSP미디어	로엔엔터테인먼트
2014.02.02~2014.02.08	24	LA SONG	비(Rain)|RAIN EFFECT	55,817	큐브디씨	로엔엔터테인먼트
2014.02.02~2014.02.08	25	I Love You	저스트 (Just)|별에서 온 그대 OST Part 5	54,800	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	26	My Destiny	린 (LYn)|별에서 온 그대 OST Part 1	50,662	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	27	그대가 분다	엠씨더맥스 (M.C The Max)|UNVEILING	47,681	뮤직앤뉴	로엔엔터테인먼트
2014.02.02~2014.02.08	28	사랑해	비(Rain)|Rain Effect - Special edition	46,997	큐브디씨	로엔엔터테인먼트
2014.02.02~2014.02.08	29	금요일에 만나요 (Feat. 장이정)	아이유 (IU)|Modern Times - Epilogue	46,512	로엔트리	로엔엔터테인먼트
2014.02.02~2014.02.08	30	내 생각날 거야	거미|The Lyrics (더 리릭스) - No.4	46,487	엔에이피엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	31	별처럼	케이윌(K.will)|별에서 온 그대 OST Part 2	45,732	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	32	가슴 시린 이야기 (Feat. 용준형)	휘성|가슴 시린 이야기	44,497	YMC엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	33	하얀 나비	심은경|수상한 그녀 OST	43,875	CJ E&M	CJ E&M
2014.02.02~2014.02.08	34	더 사랑하는 쪽이 아프다 (Feat. 에일리)	프로씨(Pro C)|더 사랑하는 쪽이 아프다	42,730	J.Tune Camp	지니뮤직
2014.02.02~2014.02.08	35	꽃향기	임정희|응급남녀 OST Part 2	42,660	CJ E&M	CJ E&M
2014.02.02~2014.02.08	36	너를 노래해 (Feat. 쇼리)	노지훈|너를 노래해	42,077	큐브디씨	Universal Music
2014.02.02~2014.02.08	37	별에서 온 그대	윤하|별에서 온 그대 OST Part 3	41,535	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.02~2014.02.08	38	Taxi (Feat. ERIC)	M (이민우)|M＋TEN (엠텐)	40,745	라이브웍스컴퍼니	CJ E&M
2014.02.02~2014.02.08	39	결혼까지 생각했어	휘성|RealSlow Is Back	36,040	CJ E&M	CJ E&M
2014.02.02~2014.02.08	40	살만찌고	포미닛 (4minute)|살만찌고	35,282	브레이브 엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	41	Do You Want To Build A Snowman?	Kristen Bell|겨울왕국 OST (Frozen OST) (33 Trks Ver.)	35,042	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	42	Black & White	가인|Truth Or Dare	34,417	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	43	Something	동방신기|TVXQ! The 7th Album `TENSE`	34,231	SM Entertainment	지니뮤직
2014.02.02~2014.02.08	44	B.B.B (Big Baby Baby)	Dal★Shabet (달샤벳)|THE 7TH MINI ALBUM `B.B.B`	33,250	해피페이스 엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	45	Good Morning Baby	에이핑크 (Apink)|Good Morning Baby	32,430	플랜에이 엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	46	아무말도 하지마요	써니힐(Sunny Hill)|아무말도 하지마요	29,485	로엔트리	로엔엔터테인먼트
2014.02.02~2014.02.08	47	겨울 해운대 (Feat. 김예림)	지조(Zizo)|겨울 해운대	29,286	QUAN Entertainment	로엔엔터테인먼트
2014.02.02~2014.02.08	48	Let It Go (Single Ver.)	Demi Lovato|Frozen OST	28,856	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	49	Girls Girls Girls	GOT7|GOT7 미니앨범 1집 Got It?	27,767	JYP Entertainment	지니뮤직
2014.02.02~2014.02.08	50	Give It 2 U	글램|Give It 2 U	27,723	쏘스뮤직, 빅히트 엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	51	한번 더	심은경|수상한 그녀 OST	27,353	CJ E&M	CJ E&M
2014.02.02~2014.02.08	52	Love Is An Open Door	Kristen Bell, Santino Fontana|겨울왕국 OST (Frozen OST) (33 Trks Ver.)	25,213	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	53	폭로	가인|Truth Or Dare	24,564	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	54	Special Love	휘성, 거미|Special Love	24,489	YMC엔터테인먼트, C-JES엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	55	Maybe (Feat. 호란)	프리스타일 (Free Style)|Maybe	24,468	QUAN Entertainment	로엔엔터테인먼트
2014.02.02~2014.02.08	56	그때 우리	엠씨더맥스 (M.C The Max)|UNVEILING	24,386	뮤직앤뉴	로엔엔터테인먼트
2014.02.02~2014.02.08	57	끝사랑	김범수|7집 Solista Part 2	23,527	폴라리스	로엔엔터테인먼트
2014.02.02~2014.02.08	58	In Summer	Josh Gad|Frozen OST	23,497	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	59	너를	브라운 아이드 소울 (Brown Eyed Soul)|Thank Your Soul	23,474	인넥스트 트렌드	CJ E&M
2014.02.02~2014.02.08	60	Dali, Van, Picasso	빈지노 (Beenzino)|Dali, Van, Picasso	23,276	일리네어	CJ E&M
2014.02.02~2014.02.08	61	XX몰라 (ZOTTO MOLA)	Gary (개리)|MR.GAE	22,873	리쌍컴퍼니	로엔엔터테인먼트
2014.02.02~2014.02.08	62	너에게	성시경|응답하라 1994 OST Part 2	22,762	CJ E&M	CJ E&M
2014.02.02~2014.02.08	63	왜 자꾸 보고싶을까	박지헌|왜 자꾸 보고싶을까	22,278	YM엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	64	Remember You (Feat. 스피드 종국)	샤넌|Remember You	21,187	코어컨텐츠미디어	지니뮤직
2014.02.02~2014.02.08	65	Game Over	계범주|The Second Digital Single `Game Over`	20,671	피제이알엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	66	한번만	소유 (씨스타)|기황후 OST Part 4	20,551	이김프로덕션	로엔엔터테인먼트
2014.02.02~2014.02.08	67	너에게만	범키, 버벌진트 (Verbal Jint)|듀스 20주년 헌정앨범 Part 6	20,545	제이원파트너스, 로엔엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	68	너 밖에 몰라 (One Way Love)	효린 (씨스타)|LOVE & HATE	20,371	스타쉽엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	69	이별남녀	서인국, 지아 (Zia)|이별남녀	20,150	뮤직프레소	로엔엔터테인먼트
2014.02.02~2014.02.08	70	You Make Me Feel BRAND NEW	버벌진트, San E, 범키, 스윙스, 팬텀, 칸토|Brand New Year Vol.2	19,629	브랜뉴뮤직	로엔엔터테인먼트
2014.02.02~2014.02.08	71	향기만 남아	허각|Reminisce	19,421	플랜에이 엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	72	백야	엠씨더맥스 (M.C The Max)|UNVEILING	19,332	뮤직앤뉴	로엔엔터테인먼트
2014.02.02~2014.02.08	73	으르렁 (Growl)	EXO|XOXO (Kiss & Hug) Repackage	19,182	SM Entertainment	지니뮤직
2014.02.02~2014.02.08	74	Destiny	임재범|감격시대 _ 투신의 탄생 OST Part 1	18,800	키위뮤직	로엔엔터테인먼트
2014.02.02~2014.02.08	75	그리워해요	2NE1 (투애니 원)|그리워해요	18,723	YG Entertainment	지니뮤직
2014.02.02~2014.02.08	76	Fixer Upper	Maia Wilson|Frozen OST	18,294	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	77	사랑 그 몹쓸 병	휘성|Realslow Is Back	17,871	CJ E&M	CJ E&M
2014.02.02~2014.02.08	78	For The First Time In Forever (Reprise...	Kristen Bell|Frozen OST	17,619	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	79	삐딱하게 (Crooked)	G-Dragon (빅뱅)|쿠데타 (COUP D`ETAT)	17,615	YG Entertainment	지니뮤직
2014.02.02~2014.02.08	80	쉽죠	B.A.P|First Sensibility	17,545	TS엔터테인먼트	로엔엔터테인먼트
2014.02.02~2014.02.08	81	With Me	휘성|It`s Real	17,384	YG Entertainment	지니뮤직
2014.02.02~2014.02.08	82	술 취한 밤의 노래 (Feat. Jung In)	Gary (개리)|MR.GAE	17,307	리쌍컴퍼니	로엔엔터테인먼트
2014.02.02~2014.02.08	83	홀로 (Feat. 김나영)	정키 (Jung Key)|Break Up	17,218	Jung Key & The Ambassador	인플래닛
2014.02.02~2014.02.08	84	For The First Time In Forever	Kristen Bell|겨울왕국 OST (Frozen OST) (33 Trks Ver.)	16,981	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	85	착해 빠졌어 (Stupid In Love)	소유 (씨스타), 매드 클라운 (Mad Clown)|착해 빠졌어 (Stupid In Love)	16,979	스타쉽 엑스	로엔엔터테인먼트
2014.02.02~2014.02.08	86	Tell me	더 씨야 (The Seeya)|Love is	16,975	코어컨텐츠미디어	지니뮤직
2014.02.02~2014.02.08	87	눈물이 맘을 훔쳐서	에일리 (Ailee)|비밀 OST Part 5	16,933	엠드라이브	Sony Music
2014.02.02~2014.02.08	88	12월의 기적 (Miracles in December)	EXO|겨울 스페셜 앨범 `12월의 기적 (Miracles In Decemb...	16,910	SM Entertainment	지니뮤직
2014.02.02~2014.02.08	89	운명	김성균, 도희|응답하라 1994 감독판 OST	16,884	CJ E&M	CJ E&M
2014.02.02~2014.02.08	90	Frozen Heart	Cast - Frozen|Frozen OST	16,865	Walt Disney Records	Universal Music
2014.02.02~2014.02.08	91	30 SEXY	비(Rain)|RAIN EFFECT	16,436	큐브디씨	로엔엔터테인먼트
2014.02.02~2014.02.08	92	Hush	miss A|Hush	16,329	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2014.02.02~2014.02.08	93	편지	다비치|DAVICHI CODE	16,176	코어컨텐츠미디어	로엔엔터테인먼트
2014.02.02~2014.02.08	94	겨울 고백	성시경, 박효신, 서인국, 빅스 (VIXX), 여동생|Jelly Christmas 2013	15,942	젤리피쉬 엔터테인먼트	CJ E&M
2014.02.02~2014.02.08	95	날 위한 이별	디아 (DIAmond)|응답하라 1994 OST Part 6	15,868	CJ E&M	CJ E&M
2014.02.02~2014.02.08	96	너만을 느끼며	정우, 유연석, 손호준|응답하라 1994 OST Part 7	15,704	CJ E&M	CJ E&M
2014.02.02~2014.02.08	97	울어본 적 있나요	지아 (Zia)|11일이 지나고	15,536	콜라보따리	로엔엔터테인먼트
2014.02.02~2014.02.08	98	이별식탁 (Feat. 산체스)	산이 (San E)|`Not` Based On The True Story	15,344	브랜뉴뮤직	로엔엔터테인먼트
2014.02.02~2014.02.08	99	행복한 나를	김예림 (투개월)|응답하라1994 OST Part 5	14,775	CJ E&M	CJ E&M
2014.02.02~2014.02.08	100	자니 (Feat. DYNAMICDUO)	프라이머리 (Primary)|자니	14,775	아메바컬쳐	CJ E&M
2014.02.09~2014.02.15	1	썸 (Feat. 릴보이 Of 긱스)	소유 (씨스타), 정기고 (Junggigo)|썸	333,575	스타쉽 엑스	로엔엔터테인먼트
2014.02.09~2014.02.15	2	너의 모든 순간	성시경|별에서 온 그대 OST Part 7	268,332	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	3	숨소리(Breath) (Sung by 태연(소녀시대) & 종현(샤이니...	S.M. THE BALLAD|S.M. THE BALLAD Vol. 2 `Breath` 숨소리	209,589	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	4	Let It Go (겨울왕국 OST 효린 Ver.)	효린 (씨스타)|Let It Go (겨울왕국 OST 효린 Ver.)	137,734	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	5	오늘 같은 눈물이	허각|별에서 온 그대 OST Part 6	127,122	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	6	썸남썸녀 (Feat. 휘성)	케이윌 (K.will), 마마무 (Mamamoo)|썸남썸녀	119,547	WA엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	7	Talk To Me	투개월|Talk To Me	119,019	미스틱 엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	8	하루 (A Day Without You) (Sung by 종현(샤이니...	S.M. THE BALLAD|S.M. THE BALLAD Vol. 2 `Breath` 하루	102,535	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	9	진실 혹은 대담	가인|Truth Or Dare	97,497	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	10	입술이 밉다	유승우|빠른 열아홉	94,496	UK뮤직, CJ E&M	CJ E&M
2014.02.09~2014.02.15	11	Let It Go	Idina Menzel|겨울왕국 OST (Frozen OST) (33 Trks Ver.)	83,555	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	12	Pass Me By	브라운 아이드 소울 (Brown Eyed Soul)|Thank Your Soul - SIDE A	81,641	인넥스트 트렌드	CJ E&M
2014.02.09~2014.02.15	13	안녕	효린 (씨스타)|별에서 온 그대 OST Part 4	81,572	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	14	Set Me Free (Sung by 태연(소녀시대))	S.M. THE BALLAD|S.M. THE BALLAD Vol.2 `Breath` Set Me ...	81,368	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	15	Let It Go	Idina Menzel|Frozen OST	78,288	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	16	Fxxk U (feat. 범키)	가인|Truth Or Dare	72,648	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	17	Do You Want To Build A Snowman?	Kristen Bell|Frozen OST	71,497	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	18	짧은 치마 (Miniskirt)	AOA|짧은 치마	66,730	FNC엔터테인먼트	CJ E&M
2014.02.09~2014.02.15	19	들리나요	더 원 (The One)|들리나요	63,515	㈜태풍코리아	로엔엔터테인먼트
2014.02.09~2014.02.15	20	You Don`t Love Me	스피카(SPICA)|You Don`t Love Me	61,637	B2M 엔터테인먼트	CJ E&M
2014.02.09~2014.02.15	21	꽃향기	임정희|응급남녀 OST Part 2	60,574	CJ E&M	CJ E&M
2014.02.09~2014.02.15	22	So Wonderful	레이디스 코드 (LADIES` CODE)|So Wonderful	59,958	폴라리스	로엔엔터테인먼트
2014.02.09~2014.02.15	23	나성에 가면	심은경|수상한 그녀 OST	59,248	CJ E&M	CJ E&M
2014.02.09~2014.02.15	24	Something	걸스데이 (Girl`s Day)|걸스데이 미니앨범 3집	57,830	드림티 엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	25	노래가 늘었어	에일리 (Ailee)|노래가 늘었어	54,230	YMC엔터테인먼트	NHN벅스
2014.02.09~2014.02.15	26	Love Is An Open Door	Kristen Bell, Santino Fontana|Frozen OST	53,918	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	27	For The First Time In Forever	Kristen Bell|Frozen OST	53,311	Walt Disney Records	Universal Music
2014.02.09~2014.02.15	28	좋았던 건, 아팠던 건 (When I Was... When U Wer...	S.M. THE BALLAD|S.M. THE BALLAD Vol.2 `Breath`	52,999	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	29	1004 (Angel)	B.A.P|First Sensibility	52,218	TS엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	30	사랑해	비(Rain)|Rain Effect - Special edition	49,229	큐브디씨	로엔엔터테인먼트
2014.02.09~2014.02.15	31	답이 없었어	홍대광|The Silver Lining 답이 없었어	49,183	CJ E&M	CJ E&M
2014.02.09~2014.02.15	32	LA SONG	비(Rain)|RAIN EFFECT	47,949	큐브디씨	로엔엔터테인먼트
2014.02.09~2014.02.15	33	마리오네트	스텔라|마리오네트	45,463	탑클래스엔터테인먼트	CJ E&M
2014.02.09~2014.02.15	34	LONELY (없구나)	비원에이포 (B1A4)|WHO AM I	44,152	WM엔터테인먼트	포니캐년코리아
2014.02.09~2014.02.15	35	My Destiny	린 (LYn)|별에서 온 그대 OST Part 1	43,472	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	36	Cha Cha	레인보우 블랙|Rainbow Blaxx Special Album (RB BLAXX)	41,669	DSP미디어	로엔엔터테인먼트
2014.02.09~2014.02.15	37	하얀 나비	심은경|수상한 그녀 OST	41,650	CJ E&M	CJ E&M
2014.02.09~2014.02.15	38	조금 이따 샤워해 (Feat. Crush)	Gary (개리)|MR.GAE	41,628	리쌍컴퍼니	로엔엔터테인먼트
2014.02.09~2014.02.15	39	금요일에 만나요 (Feat. 장이정)	아이유 (IU)|Modern Times - Epilogue	40,002	로엔트리	로엔엔터테인먼트
2014.02.09~2014.02.15	40	그대가 분다	엠씨더맥스 (M.C The Max)|UNVEILING	39,123	뮤직앤뉴	로엔엔터테인먼트
2014.02.09~2014.02.15	41	Q&A (Feat.조권)	가인|Truth Or Dare	36,263	에이팝엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	42	별처럼	케이윌(K.will)|별에서 온 그대 OST Part 2	36,147	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	43	상남자 (Boy In Luv)	방탄소년단|Skool Luv Affair	34,879	빅히트 엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	44	내 생각날 거야	거미|The Lyrics (더 리릭스) - No.4	34,670	엔에이피엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	45	가슴 시린 이야기 (Feat. 용준형)	휘성|가슴 시린 이야기	33,188	YMC엔터테인먼트	CJ E&M
2014.02.09~2014.02.15	46	Taxi (Feat. ERIC)	M (이민우)|M＋TEN (엠텐)	31,168	라이브웍스컴퍼니	CJ E&M
2014.02.09~2014.02.15	47	별에서 온 그대	윤하|별에서 온 그대 OST Part 3	30,869	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	48	I Love You	저스트 (Just)|별에서 온 그대 OST Part 5	29,279	SBS 콘텐츠허브	로엔엔터테인먼트
2014.02.09~2014.02.15	49	내 욕심이 많았다 (Blind) (Sung by 예성 (슈퍼주니어))	S.M. THE BALLAD|S.M. THE BALLAD Vol.2 `Breath`	27,965	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	50	결혼까지 생각했어	휘성|RealSlow Is Back	27,198	CJ E&M	CJ E&M
2014.02.09~2014.02.15	51	Good Morning Baby	에이핑크 (Apink)|Good Morning Baby	25,699	플랜에이 엔터테인먼트	CJ E&M
2014.02.09~2014.02.15	52	B.B.B (Big Baby Baby)	Dal★Shabet (달샤벳)|THE 7TH MINI ALBUM `B.B.B`	25,608	해피페이스 엔터테인먼트	로엔엔터테인먼트
2014.02.09~2014.02.15	53	나 이런 여자예요 (With 예지, 체스카 Of 피에스타)	지아 (Zia)|지아 정규3집 리패키지 (나 이런 여자예요)	25,441	콜라보따리	로엔엔터테인먼트
2014.02.09~2014.02.15	54	Something	동방신기|TVXQ! The 7th Album `TENSE`	24,621	SM Entertainment	지니뮤직
2014.02.09~2014.02.15	55	서약 (황금무지개 유이 & 정일우 러브테마)	알리(ALi)|서약	24,101	더 뮤지끄	로엔엔터테인먼트
