"DateRange"	"Ranking"	"Song"	"SingerAlbum"	"DownloadCount"	"ManagementCompany"	"RecordCompany"
2012.09.02~2012.09.08	41	해주고 싶은 말	멜로디데이|골든타임 OST Part 7	62,806	윈원엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	42	Carry On	알리 (Ali)|신의 OST Part 1	62,238	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	43	가슴이 시린 게	이현 (에이트)|신사의 품격 OST Part 3	60,070	화앤담픽쳐스	CJ E&M
2012.09.02~2012.09.08	44	아름다운 그대에게	규현 & 티파니|아름다운 그대에게 OST `아름다운 그대에게`	59,831	SM Entertainment	지니뮤직
2012.09.02~2012.09.08	45	달빛바다	아이유 (IU), 피에스타(FIESTAR)|LOEN TREE Summer Story	59,455	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	46	One More Night	Maroon 5|Overexposed (Deluxe)	58,618	A&M / Octone Records	Universal Music
2012.09.02~2012.09.08	47	굿모닝 (Feat. 권정열)	버벌진트 (Verbal Jint)|굿모닝	58,617	브랜뉴뮤직	Universal Music
2012.09.02~2012.09.08	48	내게 다시	어반 자카파 (Urban Zakapa)|니가 싫어	56,061	플럭서스	NHN벅스
2012.09.02~2012.09.08	49	Day By Day	티아라 (T-ara)|Day By Day	54,149	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.02~2012.09.08	50	77학개론 (Feat. 리쌍, 김진표)	싸이 (Psy)|6집 싸이6甲 Part 1	52,442	YG Entertainment	지니뮤직
2012.09.02~2012.09.08	51	나랑 사귈래?	틴 탑 (Teen Top)|나랑 사귈래? (Summer Special)	51,696	티오피미디어	로엔엔터테인먼트
2012.09.02~2012.09.08	52	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	50,661	CJ E&M	CJ E&M
2012.09.02~2012.09.08	53	한사람	허각|한사람 (빅 OST)	50,530	CJ E&M & 본팩토리	CJ E&M
2012.09.02~2012.09.08	54	Butterfly	제시카 & 크리스탈|아름다운 그대에게 OST `Butterfly`	50,061	SM Entertainment	지니뮤직
2012.09.02~2012.09.08	55	미안해서 미안해	김진표 (JP)|6집 JP6	49,711	레이블 벅스	NHN벅스
2012.09.02~2012.09.08	56	청개구리 (Feat. G-Dragon)	싸이 (Psy)|싸이6甲 Part 1	49,631	YG Entertainment	지니뮤직
2012.09.02~2012.09.08	57	한여름밤의 꿈	브라운 아이드 걸스|Brown Eyed Girls The Original	48,579	내가 네트워크	로엔엔터테인먼트
2012.09.02~2012.09.08	58	안되겠더라	포맨 (4Men)|각시탈 OST Part 2	47,900	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	59	Girl On Fire (Main Ver.)	Alicia Keys|Girl On Fire (Main Ver.) (Single)	47,789	Rca Records Label	Sony Music
2012.09.02~2012.09.08	60	나야 (It`s Me)	써니, 루나|아름다운 그대에게 OST `나야` (It`s Me)	47,570	SM Entertainment	지니뮤직
2012.09.02~2012.09.08	61	마음길	Jessica (제시카)|대왕의꿈 OST Part 1	45,316	엠브로뮤직	포니캐년코리아
2012.09.02~2012.09.08	62	BURNING	팬텀(Phantom)|PHANTOM CITY	45,098	WA엔터테인먼트,브랜뉴뮤직	로엔엔터테인먼트
2012.09.02~2012.09.08	63	후유증	제국의아이들 (ZE:A)|2집 Spectacular	42,901	스타제국	지니뮤직
2012.09.02~2012.09.08	64	사랑 그리고 사랑	주원|각시탈 OST	42,560	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	65	덩크슛	울랄라세션|불후의 명곡2 - 전설을 노래하다 (이승환편)	41,869	KBS미디어	로엔엔터테인먼트
2012.09.02~2012.09.08	66	Blue Rain 2012	걸스데이 (Girl`s Day)|The S Part 2	41,543	INS엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	67	Monster	빅뱅|BigBang Special Edition `Still Alive`	41,467	YG Entertainment	지니뮤직
2012.09.02~2012.09.08	68	Payphone (Feat. Wiz Khalifa)	Maroon 5|Payphone (Single)	41,417	A&M / Octone Records	Universal Music
2012.09.02~2012.09.08	69	Danger	MC 스나이퍼|뱀파이어 검사 2 OST	41,172	화락 스튜디오	지니뮤직
2012.09.02~2012.09.08	70	SPY	슈퍼주니어 (Super Junior)|SPY	40,185	SM Entertainment	지니뮤직
2012.09.02~2012.09.08	71	도시의 밤	소울라이츠 (Soulights)|Seoulites	39,575	미러볼뮤직	미러볼뮤직
2012.09.02~2012.09.08	72	미워요 (Feat. 용준형 Of 비스트)	이루|Feel Brand New Part 2	39,321	이루엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	73	가수가 된 이유	신용재 (포맨)|24	38,455	해피페이스 엔터테인먼트	CJ E&M
2012.09.02~2012.09.08	74	Call Me Maybe	Carly Rae Jepsen|Call Me Maybe	37,619	Interscope Records	Universal Music
2012.09.02~2012.09.08	75	니가 보고 싶어지면	비스트 (Beast)|Midnight Sun	37,342	큐브엔터테인먼트	Universal Music
2012.09.02~2012.09.08	76	나혼자 (Alone)	씨스타 (Sistar)|Alone	37,298	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	77	하루 끝	아이유 (IU)|스무 살의 봄	37,079	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	78	Electric Shock	f(x)|`Electric Shock` The 2nd Mini Album	36,725	SM Entertainment	지니뮤직
2012.09.02~2012.09.08	79	오래된 노래	스탠딩 에그 (Standing Egg)|오래된 노래	36,329	BORN	Sony Music
2012.09.02~2012.09.08	80	벚꽃 엔딩	버스커 버스커 (Busker Busker)|1집 버스커 버스커	36,176	CJ E&M	CJ E&M
2012.09.02~2012.09.08	81	너의 우산	블락비 (Block B)|천번째 남자 OST Part 4	35,182	스타엔트리엔터테인먼트	Warner Music
2012.09.02~2012.09.08	82	High High	김태우|신사의 품격 OST Part 1	34,174	화앤담픽쳐스	CJ E&M
2012.09.02~2012.09.08	83	씨스루 (Feat. 개코, Zion.T)	프라이머리 (Primary)|Primary And The Messengers Part 3	34,031	아메바컬쳐	CJ E&M
2012.09.02~2012.09.08	84	약한 사람 (Feat. 허인창)	버벌진트 (Verbal Jint)|골든타임 OST Part 3	33,948	윈윈 Ent.	로엔엔터테인먼트
2012.09.02~2012.09.08	85	차마 하지 못한 말	이장우|차마 하지 못한 말	33,144	메이드 엠	로엔엔터테인먼트
2012.09.02~2012.09.08	86	난 좀 놀 줄 아는걸	이비아 (e-via)|난 좀 놀 줄 아는걸	33,077	dline Art Media	에이앤지모즈
2012.09.02~2012.09.08	87	Like this	원더걸스 (Wonder Girls)|Wonder Party	32,901	JYP Entertainment	지니뮤직
2012.09.02~2012.09.08	88	Moves Like Jagger (Feat. Christina Agu...	Maroon 5|Moves Like Jagger (Single)	32,122	2011 A&M/Octone Records	Universal Music
2012.09.02~2012.09.08	89	굿바이데이	울랄라세션|각시탈 OST Part 1	32,120	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	90	고백	델리 스파이스 (Deli Spice)|5집 Espresso	32,074	오감엔터테인먼트	오감엔터테인먼트
2012.09.02~2012.09.08	91	봄 여름 여름 여름	용감한 녀석들|용감한 녀석들 Summer Single	31,507	위닝인사이트 엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	92	나를 사랑했던 사람아	허각|Lacrimoso	31,254	플랜에이 엔터테인먼트	CJ E&M
2012.09.02~2012.09.08	93	여수 밤바다	버스커 버스커 (Busker Busker)|1집 버스커 버스커	31,188	CJ E&M	CJ E&M
2012.09.02~2012.09.08	94	Never Say Goodbye (Feat. 윤도현)	싸이 (Psy)|싸이6甲 Part 1	31,048	YG Entertainment	지니뮤직
2012.09.02~2012.09.08	95	Get Down (feat. B.O.B)	Chris Brown|Get Down (feat. B.O.B)	30,782	Sony Music	Sony Music
2012.09.02~2012.09.08	96	놀라요	김보경|아랑사또전 OST Part 3	30,704	imx	Sony Music
2012.09.02~2012.09.08	97	소나기 (주르르루)	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	30,589	CJ E&M	CJ E&M
2012.09.02~2012.09.08	98	돼지 국밥	클로버 (Clover)|돼지 국밥	30,514	지와이엠엔터테인먼트	로엔엔터테인먼트
2012.09.02~2012.09.08	99	Cinderella	유키스 (U-KISS)|Cinderella	30,203	NHmedia	다날엔터테인먼트
2012.09.02~2012.09.08	100	Take Out	가인, 라디 (Ra. D)|LOEN TREE Summer Story	29,632	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	1	느린노래	백아연|I`m Baek	352,338	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	2	All For You	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 1	280,745	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	3	립스틱 (Lip Stick)	오렌지 캬라멜 (Orange Caramel)|립스틱 (Lip Stick)	244,323	플레디스	로엔엔터테인먼트
2012.09.09~2012.09.15	4	우리 사랑 이대로	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 2	233,944	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	5	Poison	시크릿 (Secret)|Poison	233,895	TS엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	6	그XX	G-Dragon (빅뱅)|One Of A Kind	229,730	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	7	Sexy Love	티아라 (T-ara)|Mirage	225,842	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.09~2012.09.15	8	좋겠어 (I Wish)	FTISLAND (FT 아일랜드)|4집 Five Treasure Box	224,163	FNC엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	9	니가 싫어	어반 자카파 (Urban Zakapa)|니가 싫어	201,600	플럭서스	NHN벅스
2012.09.09~2012.09.15	10	가까이	태연 (TAEYEON)|아름다운 그대에게 OST `가까이`	186,729	SM Entertainment	지니뮤직
2012.09.09~2012.09.15	11	I Need You	허각, 지아 (Zia)|I Need You	172,892	뷰가엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	12	크레용 (Crayon)	G-Dragon (빅뱅)|One Of A Kind	169,503	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	13	아프다	허각|아프다	162,928	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	14	서쪽 하늘	윤하|`나는 가수다 2` 9월 A조 경연	161,358	아이엠비씨	아이엠비씨
2012.09.09~2012.09.15	15	Missing You (Feat. 김윤아)	G-Dragon (빅뱅)|One Of A Kind	157,305	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	16	Pandora	카라 (KARA)|PANDORA	147,096	DSP미디어	CJ E&M
2012.09.09~2012.09.15	17	사랑아 또 사랑아	백지영|아랑사또전 OST Part 4	139,831	imx	Sony Music
2012.09.09~2012.09.15	18	오,예!	형돈이와 대준이|오,예!	137,043	디아이 엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	19	강남스타일	싸이 (Psy)|6집 싸이6甲 Part 1	136,297	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	20	결국 (Feat. ? of YG New Girl Group)	G-Dragon|One Of A Kind	131,242	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	21	One Of A Kind	G-Dragon (빅뱅)|One Of A Kind	129,392	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	22	나쁜사람	장혜진|신의 OST Part 3	121,623	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	23	Today (Feat. 김종완 of Nell)	G-Dragon (빅뱅)|One Of A Kind	121,237	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	24	사랑아	이영현|`나는 가수다 2` 9월 A조 경연	115,365	아이엠비씨	아이엠비씨
2012.09.09~2012.09.15	25	어땠을까 (Feat. 박정현)	싸이 (Psy)|6집 싸이6甲 Part 1	101,066	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	26	뿌러졌어 (Feat. 임윤택 Of 울랄라 세션, Soul King)	마이티 마우스(Mighty Mouth)|뿌러졌어	100,523	YMC엔터테인먼트	NHN벅스
2012.09.09~2012.09.15	27	아름다운 밤이야	비스트 (Beast)|Midnight Sun	100,449	큐브엔터테인먼트	Universal Music
2012.09.09~2012.09.15	28	머물러요	백아연|I`m Baek	96,347	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	29	뜨거운 안녕 (Feat. 성시경)	싸이 (Psy)|6집 싸이6甲 Part 1	94,180	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	30	아무리 (Feat.김진표)	성훈 (브라운 아이드 소울)|아무리	93,172	인넥스트 트렌드	로엔엔터테인먼트
2012.09.09~2012.09.15	31	Only One	보아 (BoA)|7집 Only One	89,496	SM Entertainment	지니뮤직
2012.09.09~2012.09.15	32	Loving U (러빙유)	씨스타 (Sistar)|Loving U	86,413	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	33	내 사랑아	이종현 (씨엔블루)|신사의 품격 OST Part 5	84,278	화앤담픽쳐스	CJ E&M
2012.09.09~2012.09.15	34	Love, Love, Love.	백아연|I`m Baek	81,151	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	35	너 그렇게 살지마	럼블피쉬|너 그렇게 살지마	80,188	제이투스타	로엔엔터테인먼트
2012.09.09~2012.09.15	36	대박사건 (Crash)	B.A.P|대박사건	78,081	TS엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	37	가로수길에서	가비엔제이 (Gavy NJ)|가로수길에서	75,852	Good fellas Entertainment	로엔엔터테인먼트
2012.09.09~2012.09.15	38	남자도 우나요	다비치|The S Part 1	75,011	INS엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	39	illa illa (일라 일라)	주니엘 (Juniel)|My First June	74,795	F&C Music, CJ E&M	CJ E&M
2012.09.09~2012.09.15	40	걸음이 느려서	신용재 (포맨)|신의 OST Part 2	71,506	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	41	I Love You	2NE1 (투애니 원)|I Love You	70,285	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	42	Always (Feat. Jun. K)	백아연|I`m Baek	70,219	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	43	나를 불러	나윤권|나를 불러...	69,907	네버랜드	로엔엔터테인먼트
2012.09.09~2012.09.15	44	니가 떠나간다	백아연|I`m Baek	68,973	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	45	충분히 예뻐	버벌진트 (Verbal Jint)|10년동안의오독I	66,224	브랜뉴뮤직	Universal Music
2012.09.09~2012.09.15	46	Danger	MC 스나이퍼|뱀파이어 검사 2 OST	63,847	화락 스튜디오	지니뮤직
2012.09.09~2012.09.15	47	Midnight (별 헤는 밤)	비스트 (Beast)|Midnight (별 헤는 밤)	63,514	큐브엔터테인먼트	Universal Music
2012.09.09~2012.09.15	48	놀자 (NOLZA)	렉시 (Lexy)|놀자 (NOLZA)	63,297	레드라인 엔터테인먼트	지니뮤직
2012.09.09~2012.09.15	49	정말로 사랑한다면	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	62,698	CJ E&M	CJ E&M
2012.09.09~2012.09.15	50	Girl On Fire (Main Ver.)	Alicia Keys|Girl On Fire (Main Ver.) (Single)	62,186	Rca Records Label	Sony Music
2012.09.09~2012.09.15	51	두 뺨에 닿기 전에	별|골든타임 OST Part 6	61,140	윈원엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	52	마음길	Jessica (제시카)|대왕의꿈 OST Part 1	59,692	엠브로뮤직	포니캐년코리아
2012.09.09~2012.09.15	53	닥치고 패밀리	용감한 녀석들|닥치고 패밀리 OST Vol.1	57,662	카이로스엔터프라이즈	로엔엔터테인먼트
2012.09.09~2012.09.15	54	자꾸만 자꾸만	신용재 (포맨)|24	55,869	해피페이스 엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	55	굿모닝 (Feat. 권정열)	버벌진트 (Verbal Jint)|굿모닝	55,242	브랜뉴뮤직	Universal Music
2012.09.09~2012.09.15	56	그 여자랑 살래요 (Feat. 윤도현 of YB)	유브이 (UV)|ARTIST	53,679	코엔스타즈	CJ E&M
2012.09.09~2012.09.15	57	사랑이 방울지네	10cm|오렌지 레볼루션 페스티발 Part 1	53,143	모그인터렉티브	Sony Music
2012.09.09~2012.09.15	58	One More Night	Maroon 5|Overexposed (Deluxe)	52,965	A&M / Octone Records	Universal Music
2012.09.09~2012.09.15	59	부산 바캉스	스컬 (Skull), 하하|Ya Man !!	52,788	QUAN Entertainment	지니뮤직
2012.09.09~2012.09.15	60	Anymore	서인영|ANYMORE	52,585	서인영컴퍼니	CJ E&M
2012.09.09~2012.09.15	61	가까이 가까이	버벌진트 (Verbal Jint)|천번째 남자 OST Part 5	51,799	스타엔트리엔터테인먼트	Warner Music
2012.09.09~2012.09.15	62	Over And Over (R.Tee Mix)	포미닛 (4minute)|신사동호랭이 프로젝트앨범 슈퍼마켓	50,886	제이콥스트랜즈	NHN벅스
2012.09.09~2012.09.15	63	가슴이 시린 게	이현 (에이트)|신사의 품격 OST Part 3	50,659	화앤담픽쳐스	CJ E&M
2012.09.09~2012.09.15	64	지나간다 (원곡가수 김범수)	더 원 (The One)|`나는 가수다 2` 새가수 초대전	50,638	아이엠비씨	아이엠비씨
2012.09.09~2012.09.15	65	보고싶은데	하이니|보고싶은데	50,447	CJ E&M	CJ E&M
2012.09.09~2012.09.15	66	달빛바다	아이유 (IU), 피에스타(FIESTAR)|LOEN TREE Summer Story	50,165	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	67	Vista	피에스타(FIESTAR)|VISTA	49,101	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	68	Tell Me Now	지나(G.NA)|천번째 남자 OST Part 3	47,584	스타엔트리엔터테인먼트	Warner Music
2012.09.09~2012.09.15	69	Carry On	알리 (Ali)|신의 OST Part 1	46,375	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	70	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	46,363	CJ E&M	CJ E&M
2012.09.09~2012.09.15	71	한사람	허각|한사람 (빅 OST)	45,720	CJ E&M & 본팩토리	CJ E&M
2012.09.09~2012.09.15	72	Day By Day	티아라 (T-ara)|Day By Day	45,359	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.09~2012.09.15	73	미안해서 미안해	김진표 (JP)|6집 JP6	44,704	레이블 벅스	NHN벅스
2012.09.09~2012.09.15	74	낮과 밤 (LOVE ALL)	티아라, Shannon, 건지(Gavy NJ)|낮과 밤	44,058	크리에이티브프로덕션	로엔엔터테인먼트
2012.09.09~2012.09.15	75	내게 다시	어반 자카파 (Urban Zakapa)|니가 싫어	43,726	플럭서스	NHN벅스
2012.09.09~2012.09.15	76	안되겠더라	포맨 (4Men)|각시탈 OST Part 2	43,557	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	77	77학개론 (Feat. 리쌍, 김진표)	싸이 (Psy)|6집 싸이6甲 Part 1	43,204	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	78	사랑한다 널 사랑한다 (Feat. 하하)	소향|15주년 기념(POS) 2번째 이야기 (사랑한다 널 사랑한다)	42,721	JUNE MUSIC	한국음반산업협회
2012.09.09~2012.09.15	79	WOW	비투비 (BTOB)|Press Play	42,540	큐브엔터테인먼트	Universal Music
2012.09.09~2012.09.15	80	한여름밤의 꿈	브라운 아이드 걸스|Brown Eyed Girls The Original	41,102	내가 네트워크	로엔엔터테인먼트
2012.09.09~2012.09.15	81	지금 이 순간	김연우|`나는 가수다 2` 9월 A조 경연	40,764	아이엠비씨	아이엠비씨
2012.09.09~2012.09.15	82	청개구리 (Feat. G-Dragon)	싸이 (Psy)|싸이6甲 Part 1	40,727	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	83	Payphone (Feat. Wiz Khalifa)	Maroon 5|Payphone (Single)	40,119	A&M / Octone Records	Universal Music
2012.09.09~2012.09.15	84	I Do	박완규|Love Story (스페셜 앨범)	39,823	동아뮤직	다날엔터테인먼트
2012.09.09~2012.09.15	85	Officially Missing You	긱스 (Geeks)|Officially Missing You	39,592	킹핀엔터테인먼트/그랜드 라인 엔터테인먼트	킹핀엔터테인먼트
2012.09.09~2012.09.15	86	나랑 사귈래?	틴 탑 (Teen Top)|나랑 사귈래? (Summer Special)	38,447	티오피미디어	로엔엔터테인먼트
2012.09.09~2012.09.15	87	Call Me Maybe	Carly Rae Jepsen|Call Me Maybe	36,993	Interscope Records	Universal Music
2012.09.09~2012.09.15	88	말해줄 수 없나요	엠투엠 (M To M)|말해줄 수 없나요	36,158	뮤니트엔터테인먼트	NHN벅스
2012.09.09~2012.09.15	89	Monster	빅뱅|BigBang Special Edition `Still Alive`	36,077	YG Entertainment	지니뮤직
2012.09.09~2012.09.15	90	가수가 된 이유	신용재 (포맨)|24	35,834	해피페이스 엔터테인먼트	CJ E&M
2012.09.09~2012.09.15	91	후유증	제국의아이들 (ZE:A)|2집 Spectacular	35,464	스타제국	지니뮤직
2012.09.09~2012.09.15	92	너의 우산	블락비 (Block B)|천번째 남자 OST Part 4	34,854	스타엔트리엔터테인먼트	Warner Music
2012.09.09~2012.09.15	93	난 좀 놀 줄 아는걸	이비아 (e-via)|난 좀 놀 줄 아는걸	34,656	dline Art Media	에이앤지모즈
2012.09.09~2012.09.15	94	하루 끝	아이유 (IU)|스무 살의 봄	34,136	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	95	벚꽃 엔딩	버스커 버스커 (Busker Busker)|1집 버스커 버스커	33,868	CJ E&M	CJ E&M
2012.09.09~2012.09.15	96	나혼자 (Alone)	씨스타 (Sistar)|Alone	33,081	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.09~2012.09.15	97	BURNING	팬텀(Phantom)|PHANTOM CITY	32,573	WA엔터테인먼트,브랜뉴뮤직	로엔엔터테인먼트
2012.09.09~2012.09.15	98	씨스루 (Feat. 개코, Zion.T)	프라이머리 (Primary)|Primary And The Messengers Part 3	32,019	아메바컬쳐	CJ E&M
2012.09.09~2012.09.15	99	Moves Like Jagger (Feat. Christina Agu...	Maroon 5|Moves Like Jagger (Single)	31,961	2011 A&M/Octone Records	Universal Music
2012.09.09~2012.09.15	100	보내주자	FTISLAND (FT 아일랜드)|4집 Five Treasure Box	31,467	FNC엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	1	바람기억	나얼 (브라운 아이드 소울)|Principle Of My Soul	452,899	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	2	Missing You (Feat. 김윤아)	G-Dragon (빅뱅)|One Of A Kind	364,182	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	3	크레용 (Crayon)	G-Dragon (빅뱅)|One Of A Kind	363,647	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	4	Poison	시크릿 (Secret)|Poison	274,213	TS엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	5	Missing You	나얼|1집 Principle Of My Soul	261,806	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	6	기억리듬	나얼|1집 Principle Of My Soul	239,836	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	7	이별시작	나얼|1집 Principle Of My Soul	237,071	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	8	립스틱 (Lip Stick)	오렌지 캬라멜 (Orange Caramel)|립스틱 (Lip Stick)	229,835	플레디스	로엔엔터테인먼트
2012.09.16~2012.09.22	9	아프다	허각|아프다	225,539	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	10	One Of A Kind	G-Dragon (빅뱅)|One Of A Kind	217,440	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	11	여전히 난	나얼|1집 Principle Of My Soul	214,462	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	12	결국 (Feat. ? of YG New Girl Group)	G-Dragon|One Of A Kind	205,607	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	13	All For You	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 1	205,155	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	14	You & Me	나얼|1집 Principle Of My Soul	198,040	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	15	그 남자 (원곡가수 현빈)	더 원 (The One)|`나는 가수다 2` 9월 B조 경연	195,992	아이엠비씨	아이엠비씨
2012.09.16~2012.09.22	16	My Girl	나얼|1집 Principle Of My Soul	187,742	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	17	Today (Feat. 김종완 of Nell)	G-Dragon (빅뱅)|One Of A Kind	177,390	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	18	Soul Fever	나얼|1집 Principle Of My Soul	170,741	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	19	Stone Of Zion	나얼|1집 Principle Of My Soul	166,202	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	20	Love Dawn	나얼|1집 Principle Of My Soul	163,868	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	21	Sexy Love	티아라 (T-ara)|Mirage	162,579	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.16~2012.09.22	22	느린노래	백아연|I`m Baek	162,502	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.16~2012.09.22	23	그XX	G-Dragon (빅뱅)|One Of A Kind	158,382	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	24	우리 사랑 이대로	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 2	153,981	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	25	눈물이 한방울	윤하|신의 OST Part 4	138,939	엠스타 Ent.	로엔엔터테인먼트
2012.09.16~2012.09.22	26	좋겠어 (I Wish)	FTISLAND (FT 아일랜드)|4집 Five Treasure Box	136,388	FNC엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	27	이럴때면 (Feat. 린)	마이티 마우스 (Mighty Mouth)|네비게이션	135,463	YMC엔터테인먼트	NHN벅스
2012.09.16~2012.09.22	28	My All (Dear My Fan)	바이브(Vibe)|VIBE 10Th Anniversary Live Edition	134,869	뮤직앤뉴	CJ E&M
2012.09.16~2012.09.22	29	I Need You	허각, 지아 (Zia)|I Need You	129,084	뷰가엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	30	니가 싫어	어반 자카파 (Urban Zakapa)|니가 싫어	128,919	플럭서스	NHN벅스
2012.09.16~2012.09.22	31	강남스타일	싸이 (Psy)|6집 싸이6甲 Part 1	113,847	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	32	Pandora	카라 (KARA)|PANDORA	109,475	DSP미디어	CJ E&M
2012.09.16~2012.09.22	33	가까이	태연 (TAEYEON)|아름다운 그대에게 OST `가까이`	106,604	SM Entertainment	지니뮤직
2012.09.16~2012.09.22	34	가까이 가까이	버벌진트 (Verbal Jint)|천번째 남자 OST Part 5	87,680	스타엔트리엔터테인먼트	Warner Music
