"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"	"Weekday"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	4	2014-06-06	14.8	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	5	2014-06-09	14.3	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	6	2014-06-10	13.7	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	7	2014-06-11	15	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	8	2014-06-12	15.6	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	9	2014-06-13	14.2	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	10	2014-06-16	14.5	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	11	2014-06-17	14	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	12	2014-06-18	13.7	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	13	2014-06-19	12.8	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	14	2014-06-20	13.8	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	15	2014-06-23	13.5	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	16	2014-06-24	13	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	17	2014-06-25	13	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	18	2014-06-26	13.4	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	19	2014-06-27	13.3	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	20	2014-06-30	13.7	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	21	2014-07-01	14.3	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	22	2014-07-02	15.9	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	23	2014-07-03	14.2	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	24	2014-07-04	12.9	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	25	2014-07-07	14.5	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	26	2014-07-08	13.7	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	27	2014-07-09	13.9	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	28	2014-07-10	14.4	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	29	2014-07-11	13.1	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	30	2014-07-14	14.6	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	31	2014-07-15	13.8	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	32	2014-07-16	13.8	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	33	2014-07-17	16.4	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	34	2014-07-18	13.7	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	35	2014-07-21	14.6	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	36	2014-07-22	14.1	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	37	2014-07-23	14.3	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	38	2014-07-24	14.8	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	NA	2014-07-25	NA	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	39	2014-07-28	15.1	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	40	2014-07-29	13.4	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	41	2014-07-30	13	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	42	2014-07-31	13.9	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	43	2014-08-01	13.6	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	44	2014-08-04	14.8	"週一"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	45	2014-08-05	14.4	"週二"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	46	2014-08-06	15	"週三"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	47	2014-08-07	13.7	"週四"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	48	2014-08-08	15.5	"週五"
"布穀鳥巢"	"뻐꾸기 둥지"	"KBS2"	49	2014-08-11	16.6	"週一"
"媽媽的選擇"	"엄마의 선택"	"SBS"	1	2014-10-12	2.2	"週日"
"媽媽的選擇"	"엄마의 선택"	"SBS"	2	2014-10-12	5.2	"週日"
"可疑的七號病房"	"수상한 7병동"	"KBS2"	1	2014-10-12	2.4	"週日"
"看書癡列傳"	"간서치열전"	"KBS2"	1	2014-10-19	2.7	"週日"
"醜陋的愛"	"추한 사랑"	"KBS2"	1	2014-10-26	2.7	"週日"
"最後的拼圖"	"마지막 퍼즐"	"KBS2"	1	2014-11-02	2.9	"週日"
"相框裡的女孩"	"액자가 된 소녀"	"KBS2"	1	2014-11-09	1.6	"週日"
"十四歲"	"포틴"	"MBC"	2	2014-10-26	1.7	"週日"
"馨榮堂日記"	"형영당 일기"	"MBC"	1	2014-11-02	2.5	"週日"
"久違的問候"	"오래된 안녕"	"MBC"	1	2014-11-09	2.6	"週日"
"異鄉人醫生"	"닥터 이방인"	"SBS"	1	2014-05-05	9.4	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	2	2014-05-06	11.3	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	3	2014-05-12	11.6	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	4	2014-05-13	13.1	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	5	2014-05-19	14.2	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	6	2014-05-20	12.1	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	7	2014-05-26	12.8	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	8	2014-05-27	12.3	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	9	2014-06-02	13	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	10	2014-06-03	12	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	11	2014-06-09	10.7	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	12	2014-06-10	11.1	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	13	2014-06-16	11.4	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	14	2014-06-17	11.5	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	15	2014-06-23	12.4	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	16	2014-06-24	10.8	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	17	2014-06-30	10.9	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	18	2014-07-01	11.5	"週二"
"異鄉人醫生"	"닥터 이방인"	"SBS"	19	2014-07-07	11.2	"週一"
"異鄉人醫生"	"닥터 이방인"	"SBS"	20	2014-07-08	12.2	"週二"
"誘惑"	"유혹"	"SBS"	1	2014-07-14	9.6	"週一"
"誘惑"	"유혹"	"SBS"	2	2014-07-15	8.3	"週二"
"誘惑"	"유혹"	"SBS"	3	2014-07-21	8.2	"週一"
"誘惑"	"유혹"	"SBS"	4	2014-07-22	8.4	"週二"
"誘惑"	"유혹"	"SBS"	5	2014-07-28	8.8	"週一"
"誘惑"	"유혹"	"SBS"	6	2014-07-29	8.5	"週二"
"誘惑"	"유혹"	"SBS"	7	2014-08-04	6.9	"週一"
"誘惑"	"유혹"	"SBS"	8	2014-08-05	8.3	"週二"
"誘惑"	"유혹"	"SBS"	9	2014-08-11	7.2	"週一"
"誘惑"	"유혹"	"SBS"	10	2014-08-12	7.4	"週二"
"誘惑"	"유혹"	"SBS"	11	2014-08-18	7.9	"週一"
"誘惑"	"유혹"	"SBS"	12	2014-08-19	8.3	"週二"
"誘惑"	"유혹"	"SBS"	13	2014-08-25	8.1	"週一"
"誘惑"	"유혹"	"SBS"	14	2014-08-26	8.4	"週二"
"誘惑"	"유혹"	"SBS"	15	2014-09-01	9.3	"週一"
"誘惑"	"유혹"	"SBS"	16	2014-09-02	8.5	"週二"
"誘惑"	"유혹"	"SBS"	17	2014-09-08	6.7	"週一"
"誘惑"	"유혹"	"SBS"	18	2014-09-09	8.1	"週二"
"誘惑"	"유혹"	"SBS"	19	2014-09-15	7.7	"週一"
"誘惑"	"유혹"	"SBS"	20	2014-09-16	10.1	"週二"
"三角"	"트라이앵글"	"MBC"	1	2014-05-05	9	"週一"
"三角"	"트라이앵글"	"MBC"	2	2014-05-06	8.6	"週二"
"三角"	"트라이앵글"	"MBC"	3	2014-05-12	7.1	"週一"
"三角"	"트라이앵글"	"MBC"	4	2014-05-13	7.4	"週二"
"三角"	"트라이앵글"	"MBC"	5	2014-05-19	7	"週一"
"三角"	"트라이앵글"	"MBC"	6	2014-05-20	7.5	"週二"
"三角"	"트라이앵글"	"MBC"	7	2014-05-26	6.9	"週一"
"三角"	"트라이앵글"	"MBC"	8	2014-05-27	7.7	"週二"
"三角"	"트라이앵글"	"MBC"	9	2014-06-02	6.6	"週一"
"三角"	"트라이앵글"	"MBC"	10	2014-06-03	7.3	"週二"
"三角"	"트라이앵글"	"MBC"	11	2014-06-09	7.1	"週一"
"三角"	"트라이앵글"	"MBC"	12	2014-06-10	6.9	"週二"
"三角"	"트라이앵글"	"MBC"	13	2014-06-16	7.1	"週一"
"三角"	"트라이앵글"	"MBC"	14	2014-06-17	7.7	"週二"
"三角"	"트라이앵글"	"MBC"	15	2014-06-23	8	"週一"
"三角"	"트라이앵글"	"MBC"	16	2014-06-24	9.2	"週二"
"三角"	"트라이앵글"	"MBC"	17	2014-06-30	8.2	"週一"
"三角"	"트라이앵글"	"MBC"	18	2014-07-01	8.4	"週二"
"三角"	"트라이앵글"	"MBC"	19	2014-07-07	8.3	"週一"
"三角"	"트라이앵글"	"MBC"	20	2014-07-08	8.6	"週二"
"三角"	"트라이앵글"	"MBC"	21	2014-07-14	7.9	"週一"
"三角"	"트라이앵글"	"MBC"	22	2014-07-15	9.5	"週二"
"三角"	"트라이앵글"	"MBC"	23	2014-07-21	8.8	"週一"
"三角"	"트라이앵글"	"MBC"	24	2014-07-22	9.1	"週二"
"三角"	"트라이앵글"	"MBC"	25	2014-07-28	8.8	"週一"
"三角"	"트라이앵글"	"MBC"	26	2014-07-29	10.3	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	1	2014-06-23	4.8	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	2	2014-06-24	4.3	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	3	2014-06-30	6	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	4	2014-07-01	5.4	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	5	2014-07-07	6.6	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	6	2014-07-08	7.2	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	7	2014-07-14	7.5	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	8	2014-07-15	8.3	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	9	2014-07-21	8.3	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	10	2014-07-22	7.8	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	11	2014-07-28	7.1	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	12	2014-07-29	7.4	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	13	2014-08-04	7.8	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	14	2014-08-05	9.6	"週二"
"演歌戀人"	"트로트의 연인"	"KBS2"	15	2014-08-11	8.4	"週一"
"演歌戀人"	"트로트의 연인"	"KBS2"	16	2014-08-12	8.6	"週二"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	1	2014-05-07	11	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	2	2014-05-08	13.2	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	3	2014-05-14	11.5	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	4	2014-05-15	14	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	5	2014-05-21	12	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	6	2014-05-22	12.3	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	7	2014-05-28	12.4	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	8	2014-05-29	12.5	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	NA	2014-06-04	NA	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	9	2014-06-05	12.4	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	NA	2014-06-11	NA	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	10	2014-06-12	10.3	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	11	2014-06-18	10.5	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	12	2014-06-19	11.6	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	13	2014-06-25	12.2	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	14	2014-06-26	13.1	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	15	2014-07-02	11.2	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	16	2014-07-03	12	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	17	2014-07-09	10.8	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	18	2014-07-10	11.5	"週四"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	19	2014-07-16	11.2	"週三"
"你們被包圍了"	"너희들은 포위됐다"	"SBS"	20	2014-07-17	14.2	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	1	2014-07-23	9.8	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	2	2014-07-24	11.2	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	3	2014-07-30	9.4	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	4	2014-07-31	10.5	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	5	2014-08-06	9.8	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	6	2014-08-07	9.8	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	7	2014-08-13	11	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	8	2014-08-14	10	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	9	2014-08-20	9.7	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	10	2014-08-21	11.2	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	11	2014-08-27	9.4	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	12	2014-08-28	10.6	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	13	2014-09-03	9.3	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	14	2014-09-04	10.6	"週四"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	15	2014-09-10	11.1	"週三"
"沒關係，是愛情啊"	"괜찮아, 사랑이야"	"SBS"	16	2014-09-11	13.4	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	1	2014-07-02	6	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	2	2014-07-03	6.2	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	3	2014-07-09	8.8	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	4	2014-07-10	7.9	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	5	2014-07-16	9.1	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	6	2014-07-17	9.6	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	7	2014-07-23	9.6	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	8	2014-07-24	10.6	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	9	2014-07-30	9.4	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	10	2014-07-31	8.9	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	11	2014-08-06	9.8	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	12	2014-08-07	10.6	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	13	2014-08-13	11	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	14	2014-08-14	11.1	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	15	2014-08-20	11	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	16	2014-08-21	11.1	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	17	2014-08-27	10.8	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	18	2014-08-28	12	"週四"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	19	2014-09-03	10.8	"週三"
"命中注定我愛你"	"운명처럼 널 사랑해"	"MBC"	20	2014-09-04	10.6	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	1	2014-06-25	8.9	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	2	2014-06-26	6.6	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	3	2014-07-02	8.3	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	4	2014-07-03	8	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	5	2014-07-09	8.5	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	6	2014-07-10	8.9	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	7	2014-07-16	8.3	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	8	2014-07-17	8.3	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	9	2014-07-23	9.3	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	10	2014-07-24	10.7	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	11	2014-07-30	9.5	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	12	2014-07-31	9.4	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	13	2014-08-06	9.9	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	14	2014-08-07	9.6	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	15	2014-08-13	10.1	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	16	2014-08-14	10	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	17	2014-08-20	9.4	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	18	2014-08-21	10	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	19	2014-08-27	8.8	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	20	2014-08-28	9	"週四"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	21	2014-09-03	9.1	"週三"
"朝鮮槍手"	"조선 총잡이"	"KBS2"	22	2014-09-04	9.8	"週四"
"真是好時節"	"참 좋은 시절"	"KBS2"	1	2014-02-22	25.2	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	2	2014-02-23	29.6	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	3	2014-03-01	26.8	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	4	2014-03-02	27.9	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	5	2014-03-08	25.6	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	6	2014-03-09	28	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	7	2014-03-15	23.6	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	8	2014-03-16	26.1	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	9	2014-03-22	23.7	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	10	2014-03-23	26.7	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	11	2014-03-29	24.5	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	12	2014-03-30	25.7	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	13	2014-04-05	22.3	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	14	2014-04-06	24.9	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	15	2014-04-12	22	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	16	2014-04-13	23.2	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	17	2014-04-19	18.7	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	18	2014-04-20	21.5	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	19	2014-04-26	23.2	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	20	2014-04-27	27	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	21	2014-05-03	21.7	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	22	2014-05-04	23	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	23	2014-05-10	22	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	24	2014-05-11	24.3	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	25	2014-05-17	21.8	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	26	2014-05-18	24.7	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	27	2014-05-24	23.1	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	28	2014-05-25	27.1	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	29	2014-05-31	22.8	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	30	2014-06-01	26.2	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	31	2014-06-07	23	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	32	2014-06-08	24.6	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	33	2014-06-14	21.1	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	34	2014-06-15	23.8	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	35	2014-06-21	20.3	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	36	2014-06-22	22.6	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	37	2014-06-28	22	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	38	2014-06-29	26.4	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	39	2014-07-05	23	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	40	2014-07-06	24.3	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	41	2014-07-12	23.1	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	42	2014-07-13	27.5	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	43	2014-07-19	24.1	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	44	2014-07-20	25.7	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	45	2014-07-26	21.9	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	46	2014-07-27	24.8	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	47	2014-08-02	22.6	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	48	2014-08-03	26.3	"週日"
"真是好時節"	"참 좋은 시절"	"KBS2"	49	2014-08-09	23.7	"週六"
"真是好時節"	"참 좋은 시절"	"KBS2"	50	2014-08-10	26.5	"週日"
"Hotel King"	"호텔킹"	"MBC"	1	2014-04-05	11.8	"週六"
"Hotel King"	"호텔킹"	"MBC"	2	2014-04-06	11.2	"週日"
"Hotel King"	"호텔킹"	"MBC"	3	2014-04-12	11.1	"週六"
"Hotel King"	"호텔킹"	"MBC"	4	2014-04-13	11.6	"週日"
"Hotel King"	"호텔킹"	"MBC"	NA	2014-04-19	NA	"週六"
"Hotel King"	"호텔킹"	"MBC"	NA	2014-04-20	NA	"週日"
"Hotel King"	"호텔킹"	"MBC"	5	2014-04-26	7.4	"週六"
"Hotel King"	"호텔킹"	"MBC"	6	2014-04-27	8.8	"週日"
"Hotel King"	"호텔킹"	"MBC"	7	2014-05-03	8.7	"週六"
"Hotel King"	"호텔킹"	"MBC"	8	2014-05-04	9.1	"週日"
"Hotel King"	"호텔킹"	"MBC"	9	2014-05-10	8.6	"週六"
"Hotel King"	"호텔킹"	"MBC"	10	2014-05-11	9.5	"週日"
"Hotel King"	"호텔킹"	"MBC"	11	2014-05-17	8.4	"週六"
"Hotel King"	"호텔킹"	"MBC"	12	2014-05-18	9	"週日"
"Hotel King"	"호텔킹"	"MBC"	13	2014-05-24	8.6	"週六"
"Hotel King"	"호텔킹"	"MBC"	14	2014-05-25	7.8	"週日"
"Hotel King"	"호텔킹"	"MBC"	15	2014-05-31	9.8	"週六"
"Hotel King"	"호텔킹"	"MBC"	16	2014-06-01	9.6	"週日"
"Hotel King"	"호텔킹"	"MBC"	17	2014-06-07	9.6	"週六"
"Hotel King"	"호텔킹"	"MBC"	18	2014-06-08	8.3	"週日"
"Hotel King"	"호텔킹"	"MBC"	19	2014-06-14	9.9	"週六"
"Hotel King"	"호텔킹"	"MBC"	20	2014-06-15	9.3	"週日"
"Hotel King"	"호텔킹"	"MBC"	21	2014-06-21	9.9	"週六"
"Hotel King"	"호텔킹"	"MBC"	22	2014-06-22	9.8	"週日"
"Hotel King"	"호텔킹"	"MBC"	23	2014-06-28	10.6	"週六"
"Hotel King"	"호텔킹"	"MBC"	24	2014-06-29	10.2	"週日"
"Hotel King"	"호텔킹"	"MBC"	25	2014-07-05	10.3	"週六"
"Hotel King"	"호텔킹"	"MBC"	26	2014-07-06	10	"週日"
"Hotel King"	"호텔킹"	"MBC"	27	2014-07-12	11.1	"週六"
"Hotel King"	"호텔킹"	"MBC"	28	2014-07-13	11.6	"週日"
"Hotel King"	"호텔킹"	"MBC"	29	2014-07-19	11.7	"週六"
"Hotel King"	"호텔킹"	"MBC"	30	2014-07-20	11.4	"週日"
"Hotel King"	"호텔킹"	"MBC"	31	2014-07-26	11.6	"週六"
"Hotel King"	"호텔킹"	"MBC"	32	2014-07-27	12.1	"週日"
"高校處世王"	"고교처세왕"	"tvN"	1	2014-06-16	1.5	"週一"
"高校處世王"	"고교처세왕"	"tvN"	2	2014-06-17	1.3	"週二"
"高校處世王"	"고교처세왕"	"tvN"	3	2014-06-23	1.7	"週一"
"高校處世王"	"고교처세왕"	"tvN"	4	2014-06-24	1.1	"週二"
"高校處世王"	"고교처세왕"	"tvN"	5	2014-06-30	1.7	"週一"
"高校處世王"	"고교처세왕"	"tvN"	6	2014-07-01	1.9	"週二"
"高校處世王"	"고교처세왕"	"tvN"	7	2014-07-07	1.5	"週一"
"高校處世王"	"고교처세왕"	"tvN"	8	2014-07-08	1.7	"週二"
"高校處世王"	"고교처세왕"	"tvN"	9	2014-07-14	1.4	"週一"
"高校處世王"	"고교처세왕"	"tvN"	10	2014-07-15	1.9	"週二"
