"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"	"Weekday"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	10	2016-09-25	12.7	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	11	2016-10-01	13.1	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	12	2016-10-02	12.3	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	13	2016-10-08	12.8	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	14	2016-10-09	12.9	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	15	2016-10-15	11.7	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	16	2016-10-16	12.5	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	17	2016-10-22	10.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	18	2016-10-23	12.6	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	19	2016-10-29	11.8	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	20	2016-10-30	11.9	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	21	2016-11-05	11	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	22	2016-11-06	12.4	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	23	2016-11-12	10.6	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	24	2016-11-13	12.1	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	25	2016-11-19	10.6	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	26	2016-11-20	14.8	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	27	2016-11-26	11.6	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	28	2016-11-27	15.1	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	29	2016-12-03	11.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	30	2016-12-04	15.2	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	31	2016-12-10	12.8	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	32	2016-12-11	13.8	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	33	2016-12-17	12.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	34	2016-12-18	16.1	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	35	2016-12-24	12.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	36	2016-12-25	16.3	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	NA	2016-12-31	NA	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	37	2017-01-01	18.7	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	38	2017-01-07	15.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	39	2017-01-08	18.6	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	40	2017-01-14	16.6	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	41	2017-01-15	20.5	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	42	2017-01-21	15.3	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	43	2017-01-22	19.8	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	44	2017-01-28	16.4	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	45	2017-01-29	18.8	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	46	2017-02-04	18.1	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	47	2017-02-05	21.6	"週日"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	48	2017-02-11	18.5	"週六"
"吹吧，美風啊"	"불어라 미풍아"	"MBC"	49	2017-02-12	22.1	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	1	2016-08-27	23.7	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	2	2016-08-28	27.1	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	3	2016-09-03	23.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	4	2016-09-04	27.6	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	5	2016-09-10	24.6	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	6	2016-09-11	28.1	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	7	2016-09-17	25.5	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	8	2016-09-18	28.7	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	9	2016-09-24	24.5	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	10	2016-09-25	28.2	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	11	2016-10-01	24.6	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	12	2016-10-02	28.6	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	13	2016-10-08	24.9	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	14	2016-10-09	29.1	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	15	2016-10-15	23.1	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	16	2016-10-16	30.7	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	17	2016-10-22	23.6	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	18	2016-10-23	30	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	19	2016-10-29	24.4	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	20	2016-10-30	29.5	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	21	2016-11-05	23.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	22	2016-11-06	30.4	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	23	2016-11-12	22.2	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	24	2016-11-13	30.9	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	25	2016-11-19	26.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	26	2016-11-20	31.4	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	27	2016-11-26	28	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	28	2016-11-27	32.5	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	29	2016-12-03	23.9	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	30	2016-12-04	31.5	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	31	2016-12-10	23.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	32	2016-12-11	31.7	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	33	2016-12-17	24.4	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	34	2016-12-18	31.9	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	35	2016-12-24	23.7	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	36	2016-12-25	31.4	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	37	2016-12-31	23.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	38	2017-01-01	32.8	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	39	2017-01-07	26.9	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	40	2017-01-08	34.6	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	41	2017-01-14	29.3	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	42	2017-01-15	33.7	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	43	2017-01-21	25.3	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	44	2017-01-22	33.8	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	45	2017-01-28	25.3	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	46	2017-01-29	30	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	47	2017-02-04	29.8	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	48	2017-02-05	33.6	"週日"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	49	2017-02-11	29.7	"週六"
"月桂樹西裝店的紳士們"	"월계수 양복점 신사들"	"KBS2"	50	2017-02-12	34.2	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	1	2016-07-30	7.5	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	2	2016-07-31	8.3	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	NA	2016-08-06	NA	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	3	2016-08-07	8.3	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	NA	2016-08-13	NA	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	4	2016-08-14	8.9	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	NA	2016-08-20	NA	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	5	2016-08-21	7.8	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	6	2016-08-27	6.7	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	7	2016-08-28	8	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	8	2016-09-03	6.3	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	9	2016-09-04	7.6	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	10	2016-09-10	6.7	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	11	2016-09-11	6.8	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	NA	2016-09-17	NA	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	NA	2016-09-18	NA	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	12	2016-09-24	5.9	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	13	2016-09-25	5.9	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	14	2016-10-01	6.5	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	15	2016-10-02	7.1	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	16	2016-10-08	5.8	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	17	2016-10-09	6.8	"週日"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	18	2016-10-15	5.5	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	19	2016-10-15	5.6	"週六"
"倒數第二次愛情"	"끝에서 두번째 사랑"	"SBS"	20	2016-10-16	7	"週日"
"評價女王"	"고호의 별이 빛나는 밤에"	"SBS"	1	2016-10-22	4.2	"週六"
"評價女王"	"고호의 별이 빛나는 밤에"	"SBS"	2	2016-10-23	7	"週日"
"評價女王"	"고호의 별이 빛나는 밤에"	"SBS"	3	2016-10-29	3.5	"週六"
"評價女王"	"고호의 별이 빛나는 밤에"	"SBS"	4	2016-10-30	2.7	"週日"
"獄中花"	"옥중화"	"MBC"	1	2016-04-30	16.2	"週六"
"獄中花"	"옥중화"	"MBC"	2	2016-05-01	18.4	"週日"
"獄中花"	"옥중화"	"MBC"	3	2016-05-07	16.6	"週六"
"獄中花"	"옥중화"	"MBC"	4	2016-05-08	17.6	"週日"
"獄中花"	"옥중화"	"MBC"	5	2016-05-14	18.7	"週六"
"獄中花"	"옥중화"	"MBC"	6	2016-05-15	17.9	"週日"
"獄中花"	"옥중화"	"MBC"	7	2016-05-21	15.9	"週六"
"獄中花"	"옥중화"	"MBC"	8	2016-05-22	15.8	"週日"
"獄中花"	"옥중화"	"MBC"	9	2016-05-28	15.4	"週六"
"獄中花"	"옥중화"	"MBC"	10	2016-05-29	16.4	"週日"
"獄中花"	"옥중화"	"MBC"	11	2016-06-04	15.9	"週六"
"獄中花"	"옥중화"	"MBC"	NA	2016-06-05	NA	"週日"
"獄中花"	"옥중화"	"MBC"	12	2016-06-11	15.2	"週六"
"獄中花"	"옥중화"	"MBC"	13	2016-06-12	15.2	"週日"
"獄中花"	"옥중화"	"MBC"	14	2016-06-18	14.8	"週六"
"獄中花"	"옥중화"	"MBC"	15	2016-06-19	16	"週日"
"獄中花"	"옥중화"	"MBC"	16	2016-06-25	14.8	"週六"
"獄中花"	"옥중화"	"MBC"	17	2016-06-26	15.9	"週日"
"獄中花"	"옥중화"	"MBC"	18	2016-07-02	15.8	"週六"
"獄中花"	"옥중화"	"MBC"	19	2016-07-03	16.7	"週日"
"獄中花"	"옥중화"	"MBC"	20	2016-07-09	15.4	"週六"
"獄中花"	"옥중화"	"MBC"	21	2016-07-10	16.7	"週日"
"獄中花"	"옥중화"	"MBC"	22	2016-07-16	15.8	"週六"
"獄中花"	"옥중화"	"MBC"	23	2016-07-17	15.8	"週日"
"獄中花"	"옥중화"	"MBC"	24	2016-07-23	18.1	"週六"
"獄中花"	"옥중화"	"MBC"	25	2016-07-24	18.5	"週日"
"獄中花"	"옥중화"	"MBC"	26	2016-07-30	18.7	"週六"
"獄中花"	"옥중화"	"MBC"	27	2016-07-31	18.9	"週日"
"獄中花"	"옥중화"	"MBC"	NA	2016-08-06	NA	"週六"
"獄中花"	"옥중화"	"MBC"	28	2016-08-07	17.7	"週日"
"獄中花"	"옥중화"	"MBC"	NA	2016-08-13	NA	"週六"
"獄中花"	"옥중화"	"MBC"	NA	2016-08-14	NA	"週日"
"獄中花"	"옥중화"	"MBC"	NA	2016-08-20	NA	"週六"
"獄中花"	"옥중화"	"MBC"	29	2016-08-21	16.7	"週日"
"獄中花"	"옥중화"	"MBC"	30	2016-08-27	15.5	"週六"
"獄中花"	"옥중화"	"MBC"	31	2016-08-28	17.6	"週日"
"獄中花"	"옥중화"	"MBC"	32	2016-09-03	17	"週六"
"獄中花"	"옥중화"	"MBC"	33	2016-09-04	17.5	"週日"
"獄中花"	"옥중화"	"MBC"	34	2016-09-10	16.9	"週六"
"獄中花"	"옥중화"	"MBC"	35	2016-09-11	18	"週日"
"獄中花"	"옥중화"	"MBC"	36	2016-09-17	15	"週六"
"獄中花"	"옥중화"	"MBC"	37	2016-09-18	19.3	"週日"
"獄中花"	"옥중화"	"MBC"	38	2016-09-24	17.4	"週六"
"獄中花"	"옥중화"	"MBC"	39	2016-09-25	19.6	"週日"
"獄中花"	"옥중화"	"MBC"	40	2016-10-01	18	"週六"
"獄中花"	"옥중화"	"MBC"	41	2016-10-02	20.1	"週日"
"獄中花"	"옥중화"	"MBC"	42	2016-10-08	18.9	"週六"
"獄中花"	"옥중화"	"MBC"	43	2016-10-09	19.4	"週日"
"獄中花"	"옥중화"	"MBC"	44	2016-10-15	18.7	"週六"
"獄中花"	"옥중화"	"MBC"	45	2016-10-16	19.7	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	1	2016-11-12	9.3	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	2	2016-11-13	10.2	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	3	2016-11-19	9.3	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	4	2016-11-20	12.5	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	5	2016-11-26	9.4	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	6	2016-11-27	12.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	7	2016-12-03	7.9	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	8	2016-12-04	12.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	9	2016-12-10	8.7	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	10	2016-12-11	12.9	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	11	2016-12-17	8.7	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	12	2016-12-18	12.9	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	13	2016-12-24	9.3	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	14	2016-12-25	13.7	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	NA	2016-12-31	NA	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	15	2017-01-01	13.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	16	2017-01-07	11.4	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	17	2017-01-08	12.8	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	18	2017-01-14	11.1	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	19	2017-01-15	12.6	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	20	2017-01-21	10.8	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	21	2017-01-22	13.2	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	22	2017-01-28	10.5	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	23	2017-01-29	11.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	24	2017-02-04	11.2	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	25	2017-02-05	12.7	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	26	2017-02-11	10.5	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	27	2017-02-12	12.9	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	28	2017-02-18	11	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	29	2017-02-19	13	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	30	2017-02-25	9.9	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	31	2017-02-26	12	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	32	2017-03-04	9.8	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	33	2017-03-05	11.5	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	34	2017-03-11	9.2	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	35	2017-03-12	11.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	36	2017-03-18	11.8	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	37	2017-03-19	14.1	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	38	2017-03-25	9.8	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	39	2017-03-26	13	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	40	2017-04-01	10.1	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	41	2017-04-02	14.4	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	42	2017-04-08	10.7	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	43	2017-04-09	13.6	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	44	2017-04-15	12.9	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	45	2017-04-16	14	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	46	2017-04-22	12.7	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	NA	2017-04-23	NA	"週日"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	47	2017-04-29	9.8	"週六"
"爸爸，我來伺候你"	"아버님 제가 모실게요"	"MBC"	48	2017-04-30	11.6	"週日"
"心裡的聲音"	"마음의 소리"	"KBS2"	1	2016-12-09	4.9	"週五"
"心裡的聲音"	"마음의 소리"	"KBS2"	2	2016-12-16	3.9	"週五"
"心裡的聲音"	"마음의 소리"	"KBS2"	3	2016-12-23	3.9	"週五"
"心裡的聲音"	"마음의 소리"	"KBS2"	4	2016-12-30	4.4	"週五"
"獨酒男女"	"혼술남녀"	"tvN"	1	2016-09-05	2.922	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	2	2016-09-06	3.187	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	3	2016-09-12	2.453	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	4	2016-09-13	3.309	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	5	2016-09-19	2.556	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	6	2016-09-20	2.199	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	7	2016-09-26	3.271	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	8	2016-09-27	3.979	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	9	2016-10-03	3.624	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	10	2016-10-04	4.427	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	11	2016-10-10	3.686	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	12	2016-10-11	4.211	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	13	2016-10-17	4.045	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	14	2016-10-18	4.4	"週二"
"獨酒男女"	"혼술남녀"	"tvN"	15	2016-10-24	3.7	"週一"
"獨酒男女"	"혼술남녀"	"tvN"	16	2016-10-25	5.02	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	1	2016-10-31	2.532	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	2	2016-11-01	2.632	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	3	2016-11-07	1.882	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	4	2016-11-08	2.342	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	5	2016-11-14	2.267	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	6	2016-11-15	2.218	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	7	2016-11-21	2.18	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	8	2016-11-22	2.635	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	9	2016-11-28	2.483	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	10	2016-11-29	2.487	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	11	2016-12-05	2.768	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	12	2016-12-06	2.588	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	13	2016-12-12	2.427	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	14	2016-12-13	2.57	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	15	2016-12-19	3.267	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	16	2016-12-20	2.542	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	17	2016-12-26	2.554	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	18	2016-12-27	2.715	"週二"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	19	2017-01-02	3.206	"週一"
"沒禮貌的英愛小姐 第15季"	"막돼먹은 영애씨 시즌15"	"tvN"	20	2017-01-03	3.635	"週二"
"THE K2"	"더 케이투"	"tvN"	1	2016-09-23	3.225	"週五"
"THE K2"	"더 케이투"	"tvN"	2	2016-09-24	3.396	"週六"
"THE K2"	"더 케이투"	"tvN"	3	2016-09-30	4.39	"週五"
"THE K2"	"더 케이투"	"tvN"	4	2016-10-01	3.948	"週六"
"THE K2"	"더 케이투"	"tvN"	5	2016-10-07	4.622	"週五"
"THE K2"	"더 케이투"	"tvN"	6	2016-10-08	6.636	"週六"
"THE K2"	"더 케이투"	"tvN"	7	2016-10-14	5.059	"週五"
"THE K2"	"더 케이투"	"tvN"	8	2016-10-15	5.707	"週六"
"THE K2"	"더 케이투"	"tvN"	9	2016-10-21	4.849	"週五"
"THE K2"	"더 케이투"	"tvN"	10	2016-10-22	5.646	"週六"
"THE K2"	"더 케이투"	"tvN"	11	2016-10-28	4.932	"週五"
"THE K2"	"더 케이투"	"tvN"	12	2016-10-29	5.369	"週六"
"THE K2"	"더 케이투"	"tvN"	13	2016-11-04	4.489	"週五"
"THE K2"	"더 케이투"	"tvN"	14	2016-11-05	4.574	"週六"
